    S:oredict.plateAbyssalnite.name=Пластина (Abyssalnite)
    S:oredict.plateQuadrupleNaquadah.name=4х Пластина (Naquadah)
    S:oredict.plateQuadrupleNaquadahEnriched.name=4х Пластина (Enriched Naquadah)
    S:oredict.plateQuadrupleNaquadria.name=4х Пластина (Naquadria)
    S:oredict.plateQuadrupleNeodymium.name=4х Пластина (Neodymium)
    S:oredict.plateQuadrupleNeodymiumMagnetic.name=4х Пластина (Magnetic Neodymium)
    S:oredict.plateQuadrupleNeptunium.name=4х Пластина (Neptunium)
    S:oredict.plateQuadrupleNetherite.name=4х Пластина (Netherite)
    S:oredict.plateQuadrupleNetherizedDiamond.name=4х Пластина (Netherized Diamond)
    S:oredict.plateQuadrupleNichrome.name=4х Пластина (Nichrome)
    S:oredict.plateQuadrupleNickel.name=4х Пластина (Nickel)
    S:oredict.plateQuadrupleNiflheimPower.name=4х Пластина (Niflheim Power)
    S:oredict.plateQuadrupleNihonium.name=4х Пластина (Nihonium)
    S:oredict.plateQuadrupleNikolineAlloy.name=4х Пластина (Nikoline Alloy)
    S:oredict.plateQuadrupleNiobium.name=4х Пластина (Niobium)
    S:oredict.plateQuadrupleNiobiumNitride.name=4х Пластина (Niobium Nitride)
    S:oredict.plateQuadrupleNiobiumTitanium.name=4х Пластина (Niobium Titanium)
    S:oredict.plateQuadrupleNobelium.name=4х Пластина (Nobelium)
    S:oredict.plateQuadrupleObsidianRefined.name=4х Пластина (Refined Obsidian)
    S:oredict.plateQuadrupleObsidianSteel.name=4х Пластина (Obsidian Steel)
    S:oredict.plateQuadrupleOctine.name=4х Пластина (Octine)
    S:oredict.plateQuadrupleOganesson.name=4х Пластина (Oganesson)
    S:oredict.plateQuadrupleOrichalcum.name=4х Пластина (Orichalcum)
    S:oredict.plateQuadrupleOriharukon.name=4х Пластина (Oriharukon)
    S:oredict.plateQuadrupleOsmiridium.name=4х Пластина (Osmiridium)
    S:oredict.plateQuadrupleOsmiumElemental.name=4х Пластина (Osmium)
    S:oredict.plateQuadrupleOureclase.name=4х Пластина (Oureclase)
    S:oredict.plateQuadruplePalladium.name=4х Пластина (Palladium)
    S:oredict.plateQuadruplePaper.name=Картон
    S:oredict.plateQuadruplePigIron.name=4х Пластина (Pig Iron)
    S:oredict.plateQuadruplePlastic.name=4х Лист (Plastic)
    S:oredict.plateQuadruplePlatinum.name=4х Пластина (Platinum)
    S:oredict.plateQuadruplePlutonium.name=4х Пластина (Plutonium)
    S:oredict.plateQuadruplePlutonium238.name=4х Пластина (Plutonium-238)
    S:oredict.plateQuadruplePlutonium239.name=4х Пластина (Plutonium-239)
    S:oredict.plateQuadruplePlutonium240.name=4х Пластина (Plutonium-240)
    S:oredict.plateQuadruplePlutonium241.name=4х Пластина (Plutonium-241)
    S:oredict.plateQuadruplePlutonium243.name=4х Пластина (Plutonium-243)
    S:oredict.plateQuadruplePolonium.name=4х Пластина (Polonium)
    S:oredict.plateQuadruplePotassium.name=4х Пластина (Potassium)
    S:oredict.plateQuadruplePraseodymium.name=4х Пластина (Praseodymium)
    S:oredict.plateQuadruplePrometheum.name=4х Пластина (Prometheum)
    S:oredict.plateQuadruplePromethium.name=4х Пластина (Promethium)
    S:oredict.plateQuadrupleProtactinium.name=4х Пластина (Protactinium)
    S:oredict.plateQuadruplePulsatingIron.name=4х Пластина (Pulsating Iron)
    S:oredict.plateQuadruplePurpleAlloy.name=4х Пластина (Purple Alloy)
    S:oredict.plateQuadrupleRadium.name=4х Пластина (Radium)
    S:oredict.plateQuadrupleRedAlloy.name=4х Пластина (Red Alloy)
    S:oredict.plateQuadrupleRedSteel.name=4х Пластина (Red Steel)
    S:oredict.plateQuadrupleRedstoneAlloy.name=4х Пластина (Redstone Alloy)
    S:oredict.plateQuadrupleRhenium.name=4х Пластина (Rhenium)
    S:oredict.plateQuadrupleRhodium.name=4х Пластина (Rhodium)
    S:oredict.plateQuadrupleRoentgenium.name=4х Пластина (Roentgenium)
    S:oredict.plateQuadrupleRoseGold.name=4х Пластина (Rose Gold)
    S:oredict.plateQuadrupleRubber.name=4х Лист (Rubber)
    S:oredict.plateQuadrupleRubidium.name=4х Пластина (Rubidium)
    S:oredict.plateQuadrupleRubracium.name=4х Пластина (Rubracium)
    S:oredict.plateQuadrupleRuthenium.name=4х Пластина (Ruthenium)
    S:oredict.plateQuadrupleRutherfordium.name=4х Пластина (Rutherfordium)
    S:oredict.plateQuadrupleSamarium.name=4х Пластина (Samarium)
    S:oredict.plateQuadrupleSanguinite.name=4х Пластина (Sanguinite)
    S:oredict.plateQuadrupleScandium.name=4х Пластина (Scandium)
    S:oredict.plateQuadrupleSeaborgium.name=4х Пластина (Seaborgium)
    S:oredict.plateQuadrupleShadowIron.name=4х Пластина (Shadow Iron)
    S:oredict.plateQuadrupleShadowSteel.name=4х Пластина (Shadow Steel)
    S:oredict.plateQuadrupleSignalum.name=4х Пластина (Signalum)
    S:oredict.plateQuadrupleSilicon.name=4х Пластина (Silicon)
    S:oredict.plateQuadrupleSilver.name=4х Пластина (Silver)
    S:oredict.plateQuadrupleSodium.name=4х Пластина (Sodium)
    S:oredict.plateQuadrupleSolderingAlloy.name=4х Пластина (Soldering Alloy)
    S:oredict.plateQuadrupleSoularium.name=4х Пластина (Soularium)
    S:oredict.plateQuadrupleSpectreIron.name=4х Пластина (Spectre Iron)
    S:oredict.plateQuadrupleStainlessSteel.name=4х Пластина (Stainless Steel)
    S:oredict.plateQuadrupleSteel.name=4х Пластина (Steel)
    S:oredict.plateQuadrupleSteelGalvanized.name=4х Пластина (Galvanized Steel)
    S:oredict.plateQuadrupleSteelMagnetic.name=4х Пластина (Magnetic Steel)
    S:oredict.plateQuadrupleSteeleaf.name=4х Планка (Steeleaf)
    S:oredict.plateQuadrupleStellarAlloy.name=4х Пластина (Stellar Alloy)
    S:oredict.plateQuadrupleSterlingSilver.name=4х Пластина (Sterling Silver)
    S:oredict.plateQuadrupleStrontium.name=4х Пластина (Strontium)
    S:oredict.plateQuadrupleSunnarium.name=4х Пластина (Sunnarium)
    S:oredict.plateQuadrupleSyrmorite.name=4х Пластина (Syrmorite)
    S:oredict.plateQuadrupleTantalum.name=4х Пластина (Tantalum)
    S:oredict.plateQuadrupleTantalumHafniumCarbide.name=4х Пластина (Tantalum Hafnium Carbide)
    S:oredict.plateQuadrupleTartarite.name=4х Пластина (Tartarite)
    S:oredict.plateQuadrupleTechnetium.name=4х Пластина (Technetium)
    S:oredict.plateQuadrupleTellurium.name=4х Пластина (Tellurium)
    S:oredict.plateQuadrupleTerbium.name=4х Пластина (Terbium)
    S:oredict.plateQuadrupleTerrasteel.name=4х Пластина (Terrasteel)
    S:oredict.plateQuadrupleThallium.name=4х Пластина (Thallium)
    S:oredict.plateQuadrupleThaumium.name=4х Пластина (Thaumium)
    S:oredict.plateQuadrupleThorium.name=4х Пластина (Thorium)
    S:oredict.plateQuadrupleThulium.name=4х Пластина (Thulium)
    S:oredict.plateQuadrupleTin.name=4х Пластина (Tin)
    S:oredict.plateQuadrupleTinAlloy.name=4х Пластина (Tin Alloy)
    S:oredict.plateQuadrupleTitanium.name=4х Пластина (Titanium)
    S:oredict.plateQuadrupleTitaniumAluminide.name=4х Пластина (Titanium Aluminide)
    S:oredict.plateQuadrupleTitaniumGold.name=4х Пластина (Titanium-Gold)
    S:oredict.plateQuadrupleTitaniumIridium.name=4х Пластина (Iritanium)
    S:oredict.plateQuadrupleTrinaquadalloy.name=4х Пластина (Trinaquadalloy)
    S:oredict.plateQuadrupleTrinitanium.name=4х Пластина (Trinitanium)
    S:oredict.plateQuadrupleTrinium.name=4х Пластина (Trinium)
    S:oredict.plateQuadrupleTritanium.name=4х Пластина (Tritanium Alloy)
    S:oredict.plateQuadrupleTungsten.name=4х Пластина (Tungsten)
    S:oredict.plateQuadrupleTungstenCarbide.name=4х Пластина (Tungsten Carbide)
    S:oredict.plateQuadrupleTungstenSintered.name=4х Пластина (Sintered Tungsten)
    S:oredict.plateQuadrupleTungstensteel.name=4х Пластина (Tungstensteel)
    S:oredict.plateQuadrupleUltimet.name=4х Пластина (Ultimet)
    S:oredict.plateQuadrupleUnbinilium.name=4х Пластина (Unbinilium)
    S:oredict.plateQuadrupleUnstable.name=4х Пластина (Unstable)
    S:oredict.plateQuadrupleUnunennium.name=4х Пластина (Ununennium)
    S:oredict.plateQuadrupleUranium.name=4х Пластина (Uranium)
    S:oredict.plateQuadrupleUranium233.name=4х Пластина (Uranium-233)
    S:oredict.plateQuadrupleUranium235.name=4х Пластина (Uranium-235)
    S:oredict.plateQuadrupleVanadium.name=4х Пластина (Vanadium)
    S:oredict.plateQuadrupleVanadiumGallium.name=4х Пластина (Vanadium-Gallium)
    S:oredict.plateQuadrupleVanadiumSteel.name=4х Пластина (Vanadiumsteel)
    S:oredict.plateQuadrupleVibramantium.name=4х Пластина (Vibramantium)
    S:oredict.plateQuadrupleVibraniumSilver.name=4х Пластина (Vibranium Silver)
    S:oredict.plateQuadrupleVibraniumSteel.name=4х Пластина (Vibranium Steel)
    S:oredict.plateQuadrupleVibrantAlloy.name=4х Пластина (Vibrant Alloy)
    S:oredict.plateQuadrupleVividAlloy.name=4х Пластина (Vivid Alloy)
    S:oredict.plateQuadrupleVoidMetal.name=4х Пластина (Void Metal)
    S:oredict.plateQuadrupleVulcanite.name=4х Пластина (Vulcanite)
    S:oredict.plateQuadrupleVyroxeres.name=4х Пластина (Vyroxeres)
    S:oredict.plateQuadrupleWorkersAlloy.name=4х Пластина (Workers Alloy)
    S:oredict.plateQuadrupleWroughtIron.name=4х Пластина (Wrought Iron)
    S:oredict.plateQuadrupleYellorium.name=4х Пластина (Yellorium)
    S:oredict.plateQuadrupleYtterbium.name=4х Пластина (Ytterbium)
    S:oredict.plateQuadrupleYttrium.name=4х Пластина (Yttrium)
    S:oredict.plateQuadrupleYttriumBariumCuprate.name=4х Пластина (Yttrium-Barium-Cuprate)
    S:oredict.plateQuadrupleZinc.name=4х Пластина (Zinc)
    S:oredict.plateQuadrupleZirconium.name=4х Пластина (Zirconium)
    S:oredict.plateQuintupleAbyssalnite.name=5х Пластина (Abyssalnite)
    S:oredict.plateQuintupleActinium.name=5х Пластина (Actinium)
    S:oredict.plateQuintupleAdamantine.name=5х Пластина (Adamantine)
    S:oredict.plateQuintupleAdamantite.name=5х Пластина (Adamantite)
    S:oredict.plateQuintupleAdamantium.name=5х Пластина (Adamantium)
    S:oredict.plateQuintupleAlduorite.name=5х Пластина (Alduorite)
    S:oredict.plateQuintupleAluminium.name=5х Пластина (Aluminium)
    S:oredict.plateQuintupleAluminiumAlloy.name=5х Пластина (Aluminium Alloy)
    S:oredict.plateQuintupleAluminiumBrass.name=5х Пластина (Aluminium Brass)
    S:oredict.plateQuintupleAlumite.name=5х Пластина (Alumite)
    S:oredict.plateQuintupleAmericium.name=5х Пластина (Americium)
    S:oredict.plateQuintupleAmericium241.name=5х Пластина (Americium-241)
    S:oredict.plateQuintupleAmericium242.name=5х Пластина (Americium-242)
    S:oredict.plateQuintupleAmordrine.name=5х Пластина (Amordrine)
    S:oredict.plateQuintupleAncientDebris.name=5х Пластина (Ancient Debris)
    S:oredict.plateQuintupleAngmallen.name=5х Пластина (Angmallen)
    S:oredict.plateQuintupleAnnealedCopper.name=5х Пластина (Annealed Copper)
    S:oredict.plateQuintupleAntiActinium.name=5х Пластина (Anti-Actinium)
    S:oredict.plateQuintupleAntiAdamantium.name=5х Пластина (Anti-Adamantium)
    S:oredict.plateQuintupleAntiAluminium.name=5х Пластина (Anti-Aluminium)
    S:oredict.plateQuintupleAntiAmericium.name=5х Пластина (Anti-Americium)
    S:oredict.plateQuintupleAntiAmericium241.name=5х Пластина (Anti-Americium-241)
    S:oredict.plateQuintupleAntiAntimony.name=5х Пластина (Anti-Antimony)
    S:oredict.plateQuintupleAntiArsenic.name=5х Пластина (Anti-Arsenic)
    S:oredict.plateQuintupleAntiAstatine.name=5х Пластина (Anti-Astatine)
    S:oredict.plateQuintupleAntiBarium.name=5х Пластина (Anti-Barium)
    S:oredict.plateQuintupleAntiBerkelium.name=5х Пластина (Anti-Berkelium)
    S:oredict.plateQuintupleAntiBeryllium.name=5х Пластина (Anti-Beryllium)
    S:oredict.plateQuintupleAntiBismuth.name=5х Пластина (Anti-Bismuth)
    S:oredict.plateQuintupleAntiBohrium.name=5х Пластина (Anti-Bohrium)
    S:oredict.plateQuintupleAntiBoron.name=5х Пластина (Anti-Boron)
    S:oredict.plateQuintupleAntiCadmium.name=5х Пластина (Anti-Cadmium)
    S:oredict.plateQuintupleAntiCaesium.name=5х Пластина (Anti-Caesium)
    S:oredict.plateQuintupleAntiCalifornium.name=5х Пластина (Anti-Californium)
    S:oredict.plateQuintupleAntiCerium.name=5х Пластина (Anti-Cerium)
    S:oredict.plateQuintupleAntiChromium.name=5х Пластина (Anti-Chromium)
    S:oredict.plateQuintupleAntiCobalt.name=5х Пластина (Anti-Cobalt)
    S:oredict.plateQuintupleAntiCobalt60.name=5х Пластина (Anti-Cobalt-60)
    S:oredict.plateQuintupleAntiCopernicium.name=5х Пластина (Anti-Copernicium)
    S:oredict.plateQuintupleAntiCopper.name=5х Пластина (Anti-Copper)
    S:oredict.plateQuintupleAntiCurium.name=5х Пластина (Anti-Curium)
    S:oredict.plateQuintupleAntiDarmstadtium.name=5х Пластина (Anti-Darmstadtium)
    S:oredict.plateQuintupleAntiDubnium.name=5х Пластина (Anti-Dubnium)
    S:oredict.plateQuintupleAntiDysprosium.name=5х Пластина (Anti-Dysprosium)
    S:oredict.plateQuintupleAntiEinsteinium.name=5х Пластина (Anti-Einsteinium)
    S:oredict.plateQuintupleAntiErbium.name=5х Пластина (Anti-Erbium)
    S:oredict.plateQuintupleAntiEuropium.name=5х Пластина (Anti-Europium)
    S:oredict.plateQuintupleAntiFarnsium.name=5х Пластина (Anti-Farnsium)
    S:oredict.plateQuintupleAntiFermium.name=5х Пластина (Anti-Fermium)
    S:oredict.plateQuintupleAntiFlerovium.name=5х Пластина (Anti-Flerovium)
    S:oredict.plateQuintupleAntiFlerovium298.name=5х Пластина (Anti-Flerovium-298)
    S:oredict.plateQuintupleAntiFrancium.name=5х Пластина (Anti-Francium)
    S:oredict.plateQuintupleAntiGadolinium.name=5х Пластина (Anti-Gadolinium)
    S:oredict.plateQuintupleAntiGallium.name=5х Пластина (Anti-Gallium)
    S:oredict.plateQuintupleAntiGermanium.name=5х Пластина (Anti-Germanium)
    S:oredict.plateQuintupleAntiGold.name=5х Пластина (Anti-Gold)
    S:oredict.plateQuintupleAntiHafnium.name=5х Пластина (Anti-Hafnium)
    S:oredict.plateQuintupleAntiHassium.name=5х Пластина (Anti-Hassium)
    S:oredict.plateQuintupleAntiHolmium.name=5х Пластина (Anti-Holmium)
    S:oredict.plateQuintupleAntiIndium.name=5х Пластина (Anti-Indium)
    S:oredict.plateQuintupleAntiIridium.name=5х Пластина (Anti-Iridium)
    S:oredict.plateQuintupleAntiIron.name=5х Пластина (Anti-Iron)
    S:oredict.plateQuintupleAntiLanthanum.name=5х Пластина (Anti-Lanthanum)
    S:oredict.plateQuintupleAntiLawrencium.name=5х Пластина (Anti-Lawrencium)
    S:oredict.plateQuintupleAntiLead.name=5х Пластина (Anti-Lead)
    S:oredict.plateQuintupleAntiLivermorium.name=5х Пластина (Anti-Livermorium)
    S:oredict.plateQuintupleAntiLutetium.name=5х Пластина (Anti-Lutetium)
    S:oredict.plateQuintupleAntiMagnesium.name=5х Пластина (Anti-Magnesium)
    S:oredict.plateQuintupleAntiManganese.name=5х Пластина (Anti-Manganese)
    S:oredict.plateQuintupleAntiMeitnerium.name=5х Пластина (Anti-Meitnerium)
    S:oredict.plateQuintupleAntiMendelevium.name=5х Пластина (Anti-Mendelevium)
    S:oredict.plateQuintupleAntiMercury.name=5х Пластина (Anti-Mercury)
    S:oredict.plateQuintupleAntiMolybdenum.name=5х Пластина (Anti-Molybdenum)
    S:oredict.plateQuintupleAntiNaquadah.name=5х Пластина (Anti-Naquadah)
    S:oredict.plateQuintupleAntiNaquadahEnriched.name=5х Пластина (Enriched Anti-Naquadah)
    S:oredict.plateQuintupleAntiNaquadria.name=5х Пластина (Anti-Naquadria)
